Accession Number	Annotation	1	2	3
SPO2271	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	2.26E+07	2.04E+07	2.03E+07
SPO2272	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 2 (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase 2)	2.47E+06	2.41E+06	2.33E+06
SPO2273	"Acetyltransferase, GNAT family"	4.15E+06	4.12E+06	4.29E+06
SPO2274	Acyl carrier protein (ACP)	5.53E+06	5.10E+06	5.58E+06
SPO2275	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	3.04E+07	2.90E+07	2.88E+07
SPO2276	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	2.60E+07	2.61E+07	2.54E+07
SPO2277	"Cytochrome, putative"	570409	582637	644252
SPO2278	ORC1/DEAH AAA+ ATPase domain-containing protein	2.18E+06	2.13E+06	2.25E+06
SPO2279	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	9.04E+06	7.99E+06	9.16E+06
SPO2280	YcxB-like protein domain-containing protein	2.22E+06	2.12E+06	1.86E+06
SPO2281	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	5.91E+07	5.79E+07	6.39E+07
SPO2282	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	8.22E+07	7.59E+07	7.97E+07
SPO2283	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	8.00E+07	8.34E+07	8.26E+07
SPO2284	Transglycosylase SLT domain protein	1.27E+07	1.31E+07	1.38E+07
SPO2285	"DNA-binding protein, putative"	162109	250099	165961
SPO2286	Autoinducer-binding transcriptional regulator LuxR	1.48E+06	1.44E+06	1.46E+06
SPO2287	Acyl-homoserine-lactone synthase (EC 2.3.1.184) (Autoinducer synthesis protein)	1.15E+06	1.21E+06	1.23E+06
SPO2288	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	3.42E+07	3.33E+07	3.34E+07
SPO2289	Porin domain-containing protein	1.33E+07	1.18E+07	1.22E+07
SPO2290	Porin domain-containing protein	2.32E+07	2.22E+07	2.41E+07
SPO2293	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	2.12E+06	2.04E+06	2.02E+06
SPO2294	Nitrogen regulatory protein P-II	9.84E+06	1.09E+07	9.59E+06
SPO2295	Glutamine synthetase (EC 6.3.1.2)	4.09E+07	3.84E+07	3.96E+07
SPO2296	Transglycosylase SLT domain-containing protein	3.49E+06	3.17E+06	3.67E+06
SPO2297	Uncharacterized protein	589544	592462	620523
SPO2298	DUF3445 domain-containing protein	1.58E+06	1.53E+06	1.44E+06
SPO2299	DMSP lyase	80580.3	76708	94303.3
SPO2301	OsmC-like family protein	506594	403006	460809
SPO2302	Biotin transporter	8.80E+06	8.00E+06	9.96E+06
SPO2303	DUF6314 domain-containing protein	292821	331644	356957
SPO2304	Uncharacterized protein	1.02E+06	863585	888261
SPO2305	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	2.01E+07	1.96E+07	2.04E+07
SPO2307	Uncharacterized protein	332100	422849	418023
SPO2308	Flagellar motor switch protein FliG		83667.9	29209.8
SPO2309	"Membrane protein, putative"	127554	131214	134993
SPO2310	"Lipid A biosynthesis lauroyl acyltransferase, putative"	2.97E+06	2.97E+06	2.95E+06
SPO2311	DUF1223 domain-containing protein	189219	168138	199154
SPO2312	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	3.94E+07	3.90E+07	4.09E+07
SPO2313	ABM domain-containing protein	19429.9	26622.5
SPO2314	"Periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily"	6.43E+06	6.56E+06	6.22E+06
SPO2315	Heme exporter protein C (Cytochrome c-type biogenesis protein)	5.65E+06	5.62E+06	5.75E+06
SPO2317	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	1.53E+06	1.66E+06	1.67E+06
SPO2318	Mth938-like domain-containing protein	954664	995440	1.07E+06
SPO2320	Protein-export membrane protein SecF	8.43E+06	8.40E+06	8.62E+06
SPO2321	Protein translocase subunit SecD	6.91E+06	6.62E+06	6.48E+06
SPO2322	Sec translocon accessory complex subunit YajC	1.53E+07	1.43E+07	1.55E+07
SPO2323	Small-conductance mechanosensitive channel	518168	490728	511395
SPO2325	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	1.33E+07	1.35E+07	1.35E+07
SPO2326	Helix-hairpin-helix DNA-binding motif class 1 domain-containing protein	1.16E+07	1.15E+07	1.15E+07
SPO2327	Fatty acid desaturase	591492	543417	546174
SPO2328	GTPase Der (GTP-binding protein EngA)	5.68E+06	5.91E+06	5.75E+06
SPO2329	PQQ enzyme repeat family protein	1.28E+07	1.29E+07	1.24E+07
SPO2330	Tetratricopeptide repeat-like domain-containing protein	1.33E+06	1.17E+06	1.31E+06
SPO2331	"Efflux transporter, RND family, MFP subunit"	6.29E+06	6.87E+06	5.99E+06
SPO2332	"Transporter, AcrB/AcrD/AcrF family"	2.63E+06	2.86E+06	2.62E+06
SPO2334	CAAX amino terminal protease family protein	384065	377365	342739
SPO2335	"ABC transporter, ATP-binding/permease protein"	1.21E+06	1.17E+06	1.21E+06
SPO2336	LysM domain protein	3.00E+06	2.90E+06	2.69E+06
SPO2337	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	5.79E+06	5.61E+06	6.01E+06
SPO2338	RarD	394617	368263	211116
SPO2339	Enoyl-CoA hydratase/isomerase family protein	675985	654009	671989
SPO2340	Superoxide dismutase (EC 1.15.1.1)	5.50E+07	5.57E+07	5.45E+07
SPO2341	"Methyltransferase, FkbM family"	283065	272475	278025
SPO2341a	Unknown	6.60E+06	6.75E+06	6.59E+06
SPO2342	Uncharacterized protein	1.07E+06	1.08E+06	1.07E+06
SPO2343	Lipoprotein	2.41E+06	2.44E+06	2.64E+06
SPO2344	"Sarcosine oxidase, gamma subunit family"	3.10E+06	3.05E+06	3.17E+06
SPO2345	"Sarcosine oxidase, alpha subunit family"	7.57E+06	7.77E+06	7.68E+06
SPO2346	"Sarcosine oxidase, delta subunit family"	1.53E+06	1.53E+06	1.43E+06
SPO2347	TfoX N-terminal domain-containing protein	750027	696836	707365
SPO2348	"Sarcosine oxidase subunit beta (EC 1.5.3.24) (Sarcosine oxidase (5,10-methylenetetrahydrofolate-forming) subunit beta) (Tetrameric sarcosine oxidase subunit beta)"	4.46E+06	4.28E+06	4.64E+06
SPO2349	Cytochrome c-type biogenesis protein CycH	4.00E+06	3.94E+06	3.72E+06
SPO2350	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	2.76E+06	2.87E+06	2.75E+06
SPO2351	Fe-S protein	616630	668153	606868
SPO2353	Phytanoyl-CoA dioxygenase	994529	1.04E+06	1.02E+06
SPO2354	Probable membrane transporter protein	1.09E+06	1.07E+06	1.25E+06
SPO2355	Isethionate dissimilation regulator	2.25E+06	2.23E+06	2.20E+06
SPO2358	Isethionate TRAP transporter	263801	244551	263591
SPO2359	Isethionate dehydrogenase	204182	193647	200925
SPO2361	histidine kinase (EC 2.7.13.3)	734107	697566	666128
SPO2362	"Amino acid ABC transporter, periplasmic amino acid-binding protein"	591117	576096	580173
SPO2363	Phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	271938	246367	213035
SPO2364	"Amino acid ABC transporter, periplasmic amino acid-binding protein"		106184
SPO2365	"Amino acid ABC transporter, permease protein"
SPO2366	"Amino acid ABC transporter, permease protein"		92877.2
SPO2367	"Amino acid ABC transporter, ATP-binding protein"	38154.5	55801.4	36494.8
SPO2368	Na/Pi-cotransporter family protein
SPO2369	"DNA-binding response regulator, LuxR family"	1.21E+06	1.21E+06	1.15E+06
SPO2370	Sodium:alanine symporter family protein	1.24E+07	1.12E+07	1.26E+07
SPO2371	Universal stress protein family protein	2.44E+07	2.32E+07	2.46E+07
SPO2372	"Transcriptional regulator, AsnC family"	352590	372919	401168
SPO2373	VOC domain-containing protein	1.07E+06	1.13E+06	1.00E+06
SPO2374	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	3.09E+06	3.02E+06	3.13E+06
SPO2376	CoA-binding domain protein	264723	286353	259814
SPO2377	Ferredoxin	47530.6	45201.5	43482.2
SPO2378	"Selenium-binding protein, putative"	335496	325333	324858
SPO2381	"Transcriptional regulator, LysR family"	521102	527039	523354
SPO2382	Tricarboxylate transporter family protein	2.24E+06	2.17E+06	2.03E+06
SPO2383	"Membrane protein, putative"	417785	431088
SPO2385	"Benzaldehyde lyase, putative"	382203	357819	354602
SPO2386	Transthyretin/hydroxyisourate hydrolase domain-containing protein			28514.7
SPO2387	"Oxidoreductase, FAD-binding protein"	161761	145736	128952
SPO2389	"Oxidoreductase, molybdopterin-binding protein"	2.43E+06	2.38E+06	2.26E+06
SPO2393	"Carbon monoxide dehydrogenase G protein, putative"	143181	144077	98602.7
SPO2394	Carbon monoxide dehydrogenase F protein		31294.6
SPO2395	Carbon monoxide dehydrogenase E protein
SPO2396	Carbon monoxide dehydrogenase D protein	140593	84383.2	123237
SPO2397	"Carbon monoxide dehydrogenase, large subunit (EC 1.2.99.2)"	223531	282374	270710
SPO2398	"Carbon monoxide dehydrogenase, small subunit (EC 1.2.99.2)"	94871.5	336947	370143
SPO2399	"Carbon monoxide dehydrogenase, medium subunit (EC 1.2.99.2)"	97203.1	65034.8	861935
SPO2400	Carbon monoxide dehydrogenase operon C protein	405213	407391	406873
SPO2401	Type I secretion target repeat protein		55638.2	89671.8
SPO2409	"Oxidoreductase, short chain dehydrogenase/reductase family"	897821	863541	883833
SPO2410	"Dihydroxy-acid dehydratase, putative"	889603	871418	857013
SPO2411	Uncharacterized protein	240157	193277	176665
SPO2412	"Aldolase, putative"	409781	295718	315871
SPO2413	"Oxidoreductase, short chain dehydrogenase/reductase family"	300695	323184	320616
SPO2414	Mandelate racemase/muconate lactonizing enzyme family protein	283858	244772	287729
SPO2415	Phytanoyl-CoA dioxygenase family protein	161257	138585	132665
SPO2416	3-hydroxyisobutyrate dehydrogenase family protein		13204.4
SPO2417	Gluconate 5-dehydrogenase (EC 1.1.1.69)	355059	368998	368840
SPO2418	Cysteine/O-acetylserine efflux protein	30297.6
SPO2419	Fumarylacetoacetase-like C-terminal domain-containing protein	413243	440161	418730
SPO2420	KDG kinase	414708	411942	410306
SPO2421	NAD-dependent epimerase/dehydratase domain-containing protein	485849	481587	451817
SPO2422	D-isomer specific 2-hydroxyacid dehydrogenase family protein	1.18E+06	1.09E+06	1.15E+06
SPO2424	L-idonate 5-dehydrogenase (EC 1.1.1.264)	525544	496968	470610
SPO2425	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	70732.4	77056.9	88078.9
SPO2427	"Oxidoreductase, short chain dehydrogenase/reductase family"	431630	447362	457502
SPO2428	6-phosphogluconate dehydrogenase domain protein	678456	651228	663299
SPO2429	"Oxidoreductase, Gfo/Idh/MocA family"		54155.7
SPO2430	"Hydrolase, UxaA family"	167856	155978	167500
SPO2431	"TRAP dicarboxylate transporter, DctM subunit"			28355.2
SPO2433	"TRAP dicarboxylate transporter, DctP subunit, putative"	199972	195530	166973
SPO2434	"Transcriptional regulator, GntR family"	3.48E+06	3.49E+06	3.49E+06
SPO2435	Fumarylacetoacetate hydrolase family protein	1.24E+07	1.20E+07	1.17E+07
SPO2436	FAD dependent oxidoreductase/aminomethyl transferase	313281	282563	325111
SPO2437	Asp/Glu/Hydantoin racemase family protein	173137	156144	169975
SPO2438	Phytanoyl-CoA dioxygenase family protein	310504	354615	278445
SPO2439	"Transcriptional regulator, GntR family"	371811	356245	349842
SPO2440	"Metallopeptidase, family M24"	780911	804918	726552
SPO2441	"Glycine betaine/proline ABC transporter, periplasmic glycine betaine/proline-binding protein"	785342	681571	653091
SPO2442	"Glycine betaine/proline ABC transporter, permease protein"	115660	117438	133113
SPO2443	"Glycine betaine/proline ABC transporter, ATP-binding protein"	315073	318493	305192
SPO2444	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	9.09E+07	9.26E+07	9.21E+07
SPO2445	Bcr/CflA family efflux transporter		28454.6
SPO2446	"ABC transporter, ATP-binding protein"	2.75E+06	2.76E+06	2.78E+06
SPO2447	"Acetyltransferase, GNAT family"	1.34E+06	1.33E+06	1.37E+06
SPO2448	UPF0056 inner membrane protein	86100.3	82735.8	58389.5
SPO2449	Peptidase A2 domain-containing protein	1.79E+06	1.86E+06	1.76E+06
SPO2450	Asp/Glu/Hydantoin racemase family protein	621806	597718	552082
SPO2451	"Acyltransferase, putative"	467577	488632	410738
SPO2452	"DNA polymerase III, chi subunit, putative"	909403	804092	794346
SPO2453	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	1.41E+07	1.39E+07	1.40E+07
SPO2454	"Permease, YjgP/YjgQ family"	956717	987385	988543
SPO2455	LPS-assembly protein LptD	3.10E+06	2.99E+06	3.13E+06
SPO2456	Parvulin-like PPIase (Peptidyl-prolyl cis-trans isomerase plp) (Rotamase plp)	9.45E+06	9.24E+06	8.88E+06
SPO2457	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	2.23E+06	2.23E+06	2.15E+06
SPO2458	"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)"	2.03E+06	2.09E+06	2.06E+06
SPO2459	DUF4167 domain-containing protein	1.57E+07	1.61E+07	1.53E+07
SPO2460	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	1.32E+06	1.39E+06	1.36E+06
SPO2461	Peptide chain release factor 1 (RF-1)	3.87E+06	3.73E+06	3.67E+06
SPO2462	Uncharacterized protein	98851	81906.3	56031.3
SPO2463	DUF1499 domain-containing protein	665596	599969	618155
SPO2464	Agmatinase (EC 3.5.3.11)	2.57E+06	2.72E+06	2.57E+06
SPO2465	HTH hxlR-type domain-containing protein	81703.4	94803.3	72515.2
SPO2466	Glyoxalase family protein	379190	382152	325528
SPO2467	Agmatinase (EC 3.5.3.11)	4.07E+06	3.99E+06	3.76E+06
SPO2468	Amidohydrolase family protein	4.23E+06	4.37E+06	4.22E+06
SPO2469	MazG family protein	3.87E+06	4.03E+06	3.90E+06
SPO2470	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	2.85E+06	2.52E+06	2.46E+06
SPO2471	"Acetyltransferase, GNAT family"	857714	830972	770144
SPO2473	(S)-2-haloacid dehalogenase (EC 3.8.1.2) (2-haloalkanoic acid dehalogenase) (Halocarboxylic acid halidohydrolase) (L-2-haloacid dehalogenase)	1.54E+06	1.54E+06	1.45E+06
SPO2474	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	5.26E+07	5.55E+07	5.29E+07
SPO2475	"Membrane protein, putative"	533581	413721	519455
SPO2476	"Lipoprotein, putative"	878862	899789	892053
SPO2477	Ferric uptake regulation protein	3.64E+06	3.89E+06	3.47E+06
SPO2478	RNA helicase	1.11E+07	1.10E+07	8.87E+06
SPO2479	DUF985 domain-containing protein	1.50E+06	1.54E+06	1.54E+06
SPO2480	Protein adenylyltransferase SelO (EC 2.7.7.108)	3.02E+06	2.99E+06	3.09E+06
SPO2482	Endonuclease/exonuclease/phosphatase family protein	599302	599551	583213
SPO2483	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	1.84E+06	1.82E+06	1.69E+06
SPO2484	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	1.45E+07	1.46E+07	1.41E+07
SPO2486	BioF2-like acetyltransferase domain-containing protein	4597.73		2396.63
SPO2487	"3-hydroxyacyl-CoA dehydrogenase, type II (EC 1.1.1.35)"	2.84E+07	2.77E+07	2.83E+07
SPO2488	"ABC transporter, ATP-binding protein"	1.99E+06	2.03E+06	2.01E+06
SPO2489	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)	557860	557597	593198
SPO2490	"Lipoprotein, SmpA/OmlA family"	6.98E+06	7.07E+06	7.20E+06
SPO2491	DUF177 domain-containing protein	1.99E+06	1.98E+06	1.84E+06
SPO2492	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	5.80E+06	4.81E+06	4.73E+06
SPO2493	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	3.11E+06	3.06E+06	3.08E+06
SPO2494	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	9.47E+06	9.17E+06	9.30E+06
SPO2495	Integration host factor subunit alpha (IHF-alpha)	1.57E+07	1.56E+07	1.63E+07
SPO2496	"Transcriptional regulator, MerR family"	2.99E+06	2.99E+06	2.96E+06
SPO2498	2''-deoxycytidine 5''-triphosphate deaminase-like protein	4.29E+06	4.12E+06	4.08E+06
SPO2499	Uncharacterized protein	1.74E+06	1.34E+06	1.58E+06
SPO2500	Segregation and condensation protein B	3.38E+06	3.37E+06	3.34E+06
SPO2501	Segregation and condensation protein A	1.97E+06	1.87E+06	1.88E+06
SPO2502	beta-N-acetylhexosaminidase (EC 3.2.1.52)	3.47E+06	3.46E+06	3.43E+06
SPO2503	SPOR domain-containing protein	5.00E+06	5.03E+06	4.85E+06
SPO2504	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	1.43E+07	1.45E+07	1.46E+07
SPO2505	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	2.32E+06	2.25E+06	2.35E+06
SPO2506	Iron-sulfur cluster assembly family protein	3.78E+06	3.62E+06	3.48E+06
SPO2507	"Membrane protein, putative"	69733.4	54996	67912.6
SPO2509	Exodeoxyribonuclease III (EC 3.1.11.2)	8.30E+06	8.73E+06	8.57E+06
SPO2510	Salicylate hydroxylase (EC 1.14.13.1)	1.15E+06	1.17E+06	1.15E+06
SPO2511	RNA polymerase-binding transcription factor DksA	1.04E+07	1.11E+07	1.05E+07
SPO2512	"ATPase, AAA family"	9.47E+06	9.44E+06	9.66E+06
SPO2513	Lipoprotein	3.05E+06	3.10E+06	3.06E+06
SPO2515	VWA containing CoxE family protein	2.05E+06	2.10E+06	1.99E+06
SPO2516	Lipoprotein	608148	631218	570949
SPO2517	"Peptidase, M48 family"	1.26E+06	1.28E+06	1.22E+06
SPO2518	Bacterial luciferase family protein	1.42E+06	1.32E+06	1.38E+06
SPO2519	PIN domain-containing protein	1.21E+06	1.22E+06	1.17E+06
SPO2520	PUA domain-containing protein	4.22E+06	4.10E+06	4.13E+06
SPO2521	"Lipoprotein, putative"	1.27E+06	1.35E+06	1.30E+06
SPO2522	Uncharacterized protein	702848	670827	642190
SPO2523	Glutamate-ammonia ligase adenylyltransferase (EC 2.7.7.42)	2.43E+06	2.47E+06	2.44E+06
SPO2524	YbaK/prolyl-tRNA synthetases domain protein	454169	458409	426625
SPO2527	6-aminohexanoate-cyclic-dimer hydrolase (EC 3.5.2.12)	863034	890713	800621
SPO2528	AMP-binding enzyme	564659	569044	564120
SPO2529	Amidohydrolase 3 domain-containing protein	331600	300144	306686
SPO2530	"Branched-chain amino acid ABC transporter, permease protein"	32118.7	36208.8	33922
SPO2532	"Branched-chain amino acid ABC transporter, ATP-binding protein"	72024	69314.8	61152
SPO2533	"Branched-chain amino acid ABC transporter, ATP-binding protein"		70100.5	57703.9
SPO2534	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein, putative"	491696	409404	492975
SPO2535	Histone deacetylase/AcuC/AphA family protein	100226	93819.3	94631.4
SPO2536	"Transcriptional regulator, LuxR family"	314546	295132	304644
SPO2538	Acyl-CoA dehydrogenase famiy protein	430081	393681	372940
SPO2539	AMP-binding enzyme	561145	591561	558039
SPO2540	"Carbamoyl-phosphate synthase, putative"	409718	386770	403875
SPO2541	"Propionyl-CoA carboxylase, putative"	74335	113900	114145
SPO2543	"Transcriptional regulator, GntR family"	2.72E+06	2.79E+06	2.72E+06
SPO2544	Amidohydrolase family protein	616135	565893	529946
SPO2545	"TRAP dicarboxylate transporter, DctP subunit, putative"	651071	651015	587022
SPO2548	"Oxidoreductase, zinc-binding dehydrogenase family"	890654	927646	1.01E+06
SPO2549	Phosphotransferase family protein	64586.2	59282.8	44637.3
SPO2550	"Transcriptional regulator, GntR family"	1.29E+06	1.30E+06	1.26E+06
SPO2551	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	89675.4	75966.1	82807.5
SPO2552	"Peptide/opine/nickel uptake family ABC transporter, permease/ATP-binding protein"	181833	156397	136784
SPO2553	"Peptide/opine/nickel uptake family ABC transporter, permease protein"
SPO2554	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"	313980	331480	312528
SPO2555	Major pilin protein fimA	37381.4	28520.3	24461.2
SPO2556	"N-carbamyl-L-amino acid amidohydrolase, putative"	49236.4	79157	59008.4
SPO2559	Gluconolactonase (EC 3.1.1.17)		23755.9	23295.5
SPO2560	L-threonate dehydrogenase (EC 1.1.1.411)	1.61E+06	1.63E+06	1.63E+06
SPO2561	3-oxo-tetronate kinase (EC 2.7.1.217) (3-dehydrotetronate 4-kinase)	1.23E+06	1.13E+06	1.12E+06
SPO2562	3-oxo-tetronate 4-phosphate decarboxylase (EC 4.1.1.104)	1.78E+06	1.84E+06	1.68E+06
SPO2563	"Hydroxypyruvate isomerase, putative"	1.72E+06	1.77E+06	1.67E+06
SPO2565	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	521148	553648	469188
SPO2566	Glyoxalase family protein	1.09E+06	1.11E+06	1.07E+06
SPO2567	DUF2852 domain-containing protein	438474	443267	457474
SPO2568	RDD family protein	813966	793926	812006
SPO2569	Aspartate/glutamate leucyltransferase (EC 2.3.2.29)	910126	932269	945378
SPO2570	Glyoxalase family protein	2.28E+06	2.45E+06	2.14E+06
SPO2571	"TRAP transporter, DctM subunit, putative"	1.17E+06	1.16E+06	1.24E+06
SPO2572	TRAP transporter small permease protein	466249	402085	487740
SPO2573	"Bacterial extracellular solute-binding protein, family 7"	8.45E+06	7.64E+06	7.86E+06
SPO2574	Oxygen sensor histidine kinase NreB (EC 2.7.13.3) (Nitrogen regulation protein B)	846615	899664	857923
SPO2575	"DNA-binding response regulator, LuxR family"	2.48E+06	2.31E+06	2.30E+06
SPO2576	"Transcriptional regulator, TetR family"	228727	197009	204006
SPO2577	"Membrane protein, putative"	142128	141003	137819
SPO2578	Acetolactate synthase (EC 2.2.1.6)	1.04E+07	1.04E+07	1.08E+07
SPO2579	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	1.18E+07	1.17E+07	1.23E+07
SPO2580	Uncharacterized protein	140594	132758	135945
SPO2581	"DNA-binding protein, putative"	1.22E+06	1.32E+06	1.37E+06
SPO2582	"Membrane protein, putative"	2.48E+06	2.28E+06	2.25E+06
SPO2583	Amidase family protein	5.51E+06	5.40E+06	5.25E+06
SPO2584	Glyoxalase family protein	446508	422055	395264
SPO2585	Peptide chain release factor 2 (RF-2)	9.24E+06	9.26E+06	9.14E+06
SPO2587	Penicillin-binding protein 1A (EC 2.4.99.28) (EC 3.4.16.4)	9.55E+06	9.41E+06	9.58E+06
SPO2588	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1.96E+06	2.00E+06	2.02E+06
