Accession Number	Annotation	1	2	3
SPO1944	YicC family protein	3.13E+06	3.02E+06	2.87E+06
SPO1945	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	3.71E+06	3.50E+06	3.64E+06
SPO1946	Bacterial transferase family protein	6.33E+06	5.77E+06	6.18E+06
SPO1947	histidine kinase (EC 2.7.13.3)	1.64E+06	1.71E+06	1.60E+06
SPO1948	"Phosphate ABC transporter, periplasmic phosphate-binding protein"	2.94E+06	2.81E+06	2.69E+06
SPO1949	Phosphate transport system permease protein	1.63E+06	1.62E+06	1.66E+06
SPO1950	Phosphate transport system permease protein PstA	1.06E+06	1.05E+06	988553
SPO1951	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	1.92E+06	1.86E+06	1.84E+06
SPO1952	Phosphate-specific transport system accessory protein PhoU	3.14E+06	3.17E+06	3.13E+06
SPO1953	Phosphate regulon transcriptional regulatory protein PhoB	1.41E+06	1.41E+06	1.51E+06
SPO1954	"Transcriptional regulator, LysR family"	468646	449970	424202
SPO1955	glutaryl-CoA dehydrogenase (ETF) (EC 1.3.8.6)	2.35E+07	2.19E+07	2.41E+07
SPO1956	Sulfate permease	75796.3	93520.6	103161
SPO1957	"Oxidoreductase, short chain dehydrogenase/reductase family"	3.28E+06	3.43E+06	2.99E+06
SPO1958	Acyl-CoA thioesterase II	730038	727182	777984
SPO1959	Acetoacetyl-CoA synthase (EC 6.2.1.16)	1.76E+06	1.68E+06	1.66E+06
SPO1960	Beta-lactamase	1.25E+06	1.26E+06	1.24E+06
SPO1961	"Transcriptional regulator, IclR family"	536828	504029	487706
SPO1962	Phosphotransferase family protein	2.78E+06	2.52E+06	2.75E+06
SPO1963	Phosphoglycerate mutase family protein	1.34E+06	1.46E+06	1.39E+06
SPO1964	Nitronate monooxygenase domain-containing protein	2.73E+06	2.44E+06	2.65E+06
SPO1965	"Oxidoreductase, short chain dehydrogenase/reductase family"	8.34E+06	8.18E+06	7.97E+06
SPO1966	"Oxidoreductase, short chain dehydrogenase/reductase family"	3.01E+06	2.92E+06	2.80E+06
SPO1967	"Acyl-CoA dehydrogenase, putative"	1.91E+06	1.96E+06	2.02E+06
SPO1968	Acyl-CoA dehydrogenase family protein	1.13E+06	1.06E+06	1.08E+06
SPO1969	"Oxidoreductase, zinc-binding dehydrogenase family"	2.20E+06	2.29E+06	2.32E+06
SPO1970	Phosphoglycerate mutase family protein	2.46E+06	2.58E+06	2.59E+06
SPO1971	Enoyl-CoA hydratase/isomerase family protein	2.61E+06	2.71E+06	2.71E+06
SPO1972	Nodulation protein N	2.66E+06	2.76E+06	2.63E+06
SPO1973	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	829912	870124	781563
SPO1974	"Autoinducer-binding transcriptional regulator, LuxR family"	615477	632915	635216
SPO1975	Elongation factor Ts (EF-Ts)	8.95E+07	8.85E+07	8.96E+07
SPO1976	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	1.48E+08	1.49E+08	1.52E+08
SPO1977	Uncharacterized protein	829891	868804	841098
SPO1978	Uncharacterized protein	1.13E+06	1.14E+06	1.13E+06
SPO1979	"Acyltransferase, putative"	1.22E+06	1.19E+06	1.12E+06
SPO1980	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)	2.35E+06	2.41E+06	2.26E+06
SPO1982	DUF3553 domain-containing protein	482528	577315	477859
SPO1983	Histidine phosphotransferase ChpT C-terminal domain-containing protein	2.96E+06	2.88E+06	2.92E+06
SPO1984	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	9.21E+06	9.43E+06	8.94E+06
SPO1985	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	2.09E+06	2.09E+06	2.04E+06
SPO1986	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	4.50E+06	4.43E+06	4.31E+06
SPO1987	"Acetyltransferase, GNAT family"	3.87E+06	3.83E+06	3.85E+06
SPO1988	Cysteine/O-acetylserine efflux protein	143616	157255	108976
SPO1989	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	7.82E+07	7.31E+07	7.47E+07
SPO1990	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	1.06E+08	1.05E+08	1.05E+08
SPO1991	DUF2059 domain-containing protein	697284	731566	701782
SPO1992	DUF2059 domain-containing protein	1.61E+06	1.60E+06	1.56E+06
SPO1994	Membrane fusion protein (MFP) family protein	1.10E+06	1.07E+06	1.12E+06
SPO1995	"ABC transporter, ATP-binding/permease protein"	719665	715671	746694
SPO1996	Uncharacterized protein	7.53E+06	7.50E+06	7.42E+06
SPO1997	Lipoprotein	381940	382235	380387
SPO1998	Uncharacterized protein	311143	319369	282892
SPO2000	Endoribonuclease L-PSP family protein	2.37E+07	2.53E+07	2.27E+07
SPO2001	"Oxidoreductase, FAD-binding protein"	5.24E+06	5.15E+06	5.24E+06
SPO2002	Acetylpolyamine aminohydrolase	1.27E+07	1.26E+07	1.27E+07
SPO2003	"Acetyltransferase, GNAT family"	8.61E+06	8.71E+06	8.44E+06
SPO2004	3-keto-5-aminohexanoate cleavage protein	7.96E+06	7.82E+06	8.01E+06
SPO2005	"Aminotransferase, class III"	1.27E+07	1.28E+07	1.24E+07
SPO2006	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	9.09E+06	9.00E+06	9.18E+06
SPO2007	"Spermidine/putrescine ABC transporter, periplasmic substrate-binding protein"	8.13E+07	8.24E+07	8.33E+07
SPO2009	"Spermidine/putrescine ABC transporter, permease protein"	566728	507764	593366
SPO2010	"Transcriptional regulator, LysR family"	2.09E+06	2.15E+06	2.19E+06
SPO2013	"Membrane protein, putative"	181865	182608	182126
SPO2014	Cysteine desulfurase (EC 2.8.1.7)	5.34E+06	5.25E+06	5.36E+06
SPO2015	Yip1 domain-containing protein	1.98E+06	2.58E+06	2.18E+06
SPO2016	Yip1 domain-containing protein	2.56E+06	2.36E+06	2.52E+06
SPO2017	FeS assembly protein SufD	1.90E+07	1.80E+07	1.81E+07
SPO2018	FeS assembly ATPase SufC	1.94E+07	1.91E+07	1.93E+07
SPO2019	ExoV domain protein	2.50E+06	2.63E+06	2.43E+06
SPO2020	"Methyltransferase, FkbM family"	4.53E+06	4.19E+06	4.42E+06
SPO2021	UPF0145 protein SPO2021	5.47E+06	5.50E+06	5.35E+06
SPO2022	Class I SAM-dependent methyltransferase	1.22E+06	1.27E+06	1.21E+06
SPO2023	FeS assembly protein SufB	1.39E+07	1.35E+07	1.32E+07
SPO2024	Cysteine desulfurase	3.65E+06	3.65E+06	3.46E+06
SPO2025	"Iron-sulfur cluster assembly transcription factor IscR, putative"	1.85E+06	1.94E+06	1.82E+06
SPO2026	Xaa-Pro dipeptidyl-peptidase-like domain-containing protein	1.63E+07	1.79E+07	1.66E+07
SPO2027	Uncharacterized protein	595511	490435	451037
SPO2028	5'-deoxynucleotidase (EC 3.1.3.89)	1.09E+06	1.05E+06	1.09E+06
SPO2029	Glutamine amidotransferases class-II domain protein	6.83E+06	6.42E+06	6.70E+06
SPO2031	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	5.98E+06	5.86E+06	6.02E+06
SPO2032	DUF1330 domain-containing protein	1.28E+07	1.34E+07	1.27E+07
SPO2033	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	1.48E+07	1.48E+07	1.50E+07
SPO2034	Protein RecA (Recombinase A)	1.12E+07	1.11E+07	1.14E+07
SPO2035	Gamma-glutamyl kinase	2.98E+06	2.88E+06	3.06E+06
SPO2036	histidine kinase (EC 2.7.13.3)	922848	942146	953756
SPO2037	NOL1/NOP2/sun family protein	1.99E+06	2.13E+06	2.01E+06
SPO2038	Metallo-beta-lactamase family protein	3.63E+06	3.57E+06	3.36E+06
SPO2039	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	1.44E+07	1.41E+07	1.50E+07
SPO2040	CaiB/BaiF family protein	1.19E+06	1.25E+06	1.22E+06
SPO2041	Iron-sulfur cluster-binding protein	3.31E+06	3.31E+06	3.35E+06
SPO2042	"Methyltransferase, UbiE/COQ5 family"	653970	575978	562576
SPO2044	"Lipoprotein, putative"	2.74E+06	2.63E+06	2.47E+06
SPO2045	3-methylmercaptopropionyl-CoA ligase (MMPA-CoA ligase) (EC 6.2.1.44) (Acyl-CoA ligase)	7.95E+06	7.69E+06	7.56E+06
SPO2046	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	8.93E+06	9.24E+06	8.99E+06
SPO2047	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	7.87E+06	7.66E+06	7.21E+06
SPO2048	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	6.92E+06	6.91E+06	6.84E+06
SPO2049	Radical SAM domain protein	688755	725863	688085
SPO2050	"Usg, putative"	81538.4	93408.6	93928.5
SPO2051	DNA gyrase subunit A (EC 5.6.2.2)	1.13E+07	1.14E+07	1.12E+07
SPO2052	Uncharacterized protein		63549.7
SPO2053	Metal-dependent carboxypeptidase (EC 3.4.17.19)	5.66E+06	5.59E+06	5.52E+06
SPO2054	Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)	7.24E+06	7.09E+06	7.27E+06
SPO2055	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)	3.51E+06	3.47E+06	3.44E+06
SPO2056	"Thiamine-phosphate pyrophosphorylase, putative"	1.04E+07	1.06E+07	9.96E+06
SPO2057	"Membrane protein, putative"	1.41E+06	983976	1.32E+06
SPO2058	Nickel uptake substrate-specific transmembrane region	742199	715749	670542
SPO2059	Glutathione S-transferase family protein	2.49E+06	2.61E+06	2.53E+06
SPO2060	"Kinase, pfkB family"	3.74E+06	3.63E+06	3.91E+06
SPO2061	Pseudouridine-5'-phosphate glycosidase (PsiMP glycosidase) (EC 4.2.1.70)	3.30E+06	3.52E+06	3.50E+06
SPO2062	DUF502 domain-containing protein	1.70E+06	1.65E+06	1.76E+06
SPO2063	"Acetyltransferase, GNAT family"	592833	565468	570495
SPO2064	"Phospholipase, patatin-like family"	3.07E+06	2.99E+06	3.05E+06
SPO2065	D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	3.53E+07	3.11E+07	3.47E+07
SPO2066	"ABC transporter, periplasmic substrate-binding protein"	2.30E+06	2.24E+06	2.28E+06
SPO2067	Uncharacterized protein		74734.4
SPO2068	"DNA-binding protein, putative"	1.88E+06	1.96E+06	1.85E+06
SPO2069	"Benzoate-coenzyme A ligase, putative"	2.86E+06	2.75E+06	2.67E+06
SPO2070	DSBA-like thioredoxin family protein	4.42E+06	4.48E+06	4.28E+06
SPO2071	"Drug resistance transporter, Bcr/CflA subfamily"	1.45E+06	1.45E+06	1.37E+06
SPO2072	TPR domain protein	2.38E+06	2.39E+06	2.32E+06
SPO2073	SH3b domain-containing protein	1.19E+06	1.14E+06	1.07E+06
SPO2074	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	4.12E+06	4.07E+06	3.98E+06
SPO2075	Component of SufBCD complex	1.77E+06	1.66E+06	1.82E+06
SPO2076	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	4.80E+06	4.56E+06	4.74E+06
SPO2077	"Twin-arginine translocation pathway signal sequence domain protein, putative"	8.03E+07	7.68E+07	8.22E+07
SPO2078	Penicillin amidase family protein	3.94E+06	3.20E+06	3.84E+06
SPO2079	Na(+)/H(+) antiporter-like protein	57998.7	31716	69398.7
SPO2080	GTPase HflX (GTP-binding protein HflX)	3.55E+06	3.31E+06	3.43E+06
SPO2081	RNA-binding protein Hfq	1.38E+07	1.38E+07	1.37E+07
SPO2082	Trk system potassium uptake protein TrkH	838962	833226	840932
SPO2083	Trk system potassium uptake protein TrkA	2.44E+06	2.50E+06	2.67E+06
SPO2084	Lipoprotein	897528	889762	809752
SPO2085	Nitrogen assimilation regulatory protein NtrX	6.47E+06	6.48E+06	6.54E+06
SPO2086	histidine kinase (EC 2.7.13.3)	1.07E+06	1.17E+06	1.05E+06
SPO2087	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I)	1.71E+06	1.69E+06	1.64E+06
SPO2088	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II)	415161	450267	456299
SPO2089	tRNA-dihydrouridine synthase (EC 1.3.1.-)	560680	551436	551958
SPO2090	"Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]"	4.49E+06	4.36E+06	4.47E+06
SPO2091	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A)	230268	188417	216979
SPO2092	Nicotinamide-nucleotide amidohydrolase PncC	2.69E+06	2.66E+06	2.68E+06
SPO2093	Ammonium transporter
SPO2094	ActC domain protein	1.08E+06	1.03E+06	1.05E+06
SPO2095	MmgE/PrpD family protein	3.85E+06	3.78E+06	3.51E+06
SPO2096	Aromatic-rich family protein	1.61E+06	1.43E+06	1.63E+06
SPO2097	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	4.77E+06	4.76E+06	4.95E+06
SPO2098	"Transcriptional regulator, LysR family"	444045	430987	423063
SPO2099	Cytochrome c-554	475633	453953	471611
SPO2100	Diheme cytochrome c-type	727989	870822	873096
SPO2101	Amidohydrolase family protein	3.01E+06	2.98E+06	3.09E+06
SPO2102	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	1.25E+07	1.25E+07	1.25E+07
SPO2103	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	1.30E+07	1.38E+07	1.36E+07
SPO2104	Cupin type-2 domain-containing protein	383306	240744	195630
SPO2105	"Transcriptional regulator, LysR family"	781533	746743	760130
SPO2106	DUF6456 domain-containing protein	245189	37280	81375.2
SPO2107	DNA-directed DNA polymerase
SPO2108	Methyltransferase (EC 2.1.1.-)	738345	710728	751554
SPO2109	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	9.73E+06	9.25E+06	9.46E+06
SPO2110	"Membrane protein, putative"	455685	458663	422687
SPO2111	"Outer membrane transporter, OMPP1/FadL/TodX family"
SPO2113	ATPase	2.41E+06	2.45E+06	2.61E+06
SPO2116	DedA family protein	1.61E+06	1.55E+06	1.58E+06
SPO2117	"Disulfide bond formation protein, DsbB family"	8.20E+06	7.33E+06	7.26E+06
SPO2118	"Transcriptional regulator, AsnC family"	1.02E+06	965643	943156
SPO2119	Arginase (EC 3.5.3.1)	1.10E+07	1.12E+07	1.05E+07
SPO2120	Amidinotransferase family protein	6.00E+06	5.23E+06	5.39E+06
SPO2121	Ornithine cyclodeaminase (EC 4.3.1.12)	1.57E+07	1.63E+07	1.57E+07
SPO2122	Alkylphosphonate utilization operon protein PhnA	483146	453895	519346
SPO2123	HNH endonuclease family protein	263832	288634	309241
SPO2124	Pseudouridine synthase (EC 5.4.99.-)	1.19E+06	1.17E+06	1.10E+06
SPO2125	"Acetyltransferase, GNAT family"	700352	718933	682517
SPO2126	Phospholipase/carboxylesterase family protein	6.46E+06	6.24E+06	6.30E+06
SPO2127	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	999788	1.06E+06	1.03E+06
SPO2128	"Transporter, putative"	480329	471204	545543
SPO2129	Phytoene synthase	1.04E+06	1.09E+06	1.02E+06
SPO2130	citramalate synthase (EC 2.3.3.21)	3.04E+06	2.96E+06	3.05E+06
SPO2131	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	3.76E+06	3.93E+06	3.94E+06
SPO2132	aspartate transaminase (EC 2.6.1.1)	565849	525751	570750
SPO2133	"Outer membrane protein, putative"	1.08E+08	1.04E+08	1.09E+08
SPO2134	Methyltransferase (EC 2.1.1.-)	680285	665985	647696
SPO2135	EF-hand domain-containing protein	66736.8
SPO2136	Vitamin B12-dependent ribonucleotide reductase (EC 1.17.4.1)	2.69E+06	2.67E+06	2.77E+06
SPO2137	"Lipoprotein, putative"	721349	653974	630921
SPO2139	DUF192 domain-containing protein	1.50E+06	1.52E+06	1.44E+06
SPO2140	Cold shock DNA-binding domain protein	5.74E+06	5.83E+06	5.77E+06
SPO2141	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	3.16E+06	2.99E+06	3.23E+06
SPO2142	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	2.98E+07	2.97E+07	2.98E+07
SPO2143	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	1.67E+07	1.70E+07	1.73E+07
SPO2144	aspartate transaminase (EC 2.6.1.1)	5.50E+06	5.43E+06	5.49E+06
SPO2145	PpiC domain-containing protein	1.03E+07	1.05E+07	1.02E+07
SPO2146	Anthranilate synthase component 1 (EC 4.1.3.27)	5.75E+06	5.82E+06	5.94E+06
SPO2147	HutD family protein	574121	583267	587972
SPO2148	YibQ protein	9.97E+06	1.04E+07	1.00E+07
SPO2149	Anthranilate synthase component II (EC 4.1.3.27)	5.70E+06	5.30E+06	5.52E+06
SPO2150	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	5.57E+06	5.44E+06	5.56E+06
SPO2151	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	1.56E+07	1.53E+07	1.50E+07
SPO2152	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	6.40E+06	6.22E+06	6.12E+06
SPO2153	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	3.01E+06	2.86E+06	2.97E+06
SPO2154	LexA repressor (EC 3.4.21.88)	3.86E+06	4.02E+06	3.99E+06
SPO2155	Competence protein		360554	263493
SPO2156	Glutamate--tRNA ligase 2 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 2) (GluRS 2)	9.37E+06	9.09E+06	8.95E+06
SPO2157	Citrate synthase	9.92E+07	9.68E+07	9.83E+07
SPO2158	Uncharacterized protein	27429.3	27733.2	21668.4
SPO2159	Radical SAM domain protein	342696	304730	341452
SPO2160	"Corrinoid methyltransferase protein, putative"	4.46E+06	4.34E+06	4.23E+06
SPO2161	Hedgehog/Intein (Hint) domain-containing protein	1.90E+06	1.85E+06	1.90E+06
SPO2162	DUF1638 domain-containing protein	1.29E+06	1.32E+06	1.38E+06
SPO2163	Glutathione S-transferase	64355.9		64127.5
SPO2164	Transcriptional regulator	114571	106669	123856
SPO2165	Fe-S metabolism associated family protein	4.04E+06	4.00E+06	3.96E+06
SPO2166	"Lipoprotein, putative"	6.16E+06	6.10E+06	6.24E+06
SPO2167	Ribonuclease D (RNase D) (EC 3.1.13.5)	6.21E+06	6.06E+06	6.02E+06
SPO2168	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	4.25E+06	4.48E+06	4.46E+06
SPO2169	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	8.33E+06	8.39E+06	8.03E+06
SPO2170	Metallo-beta-lactamase family protein	724130	690856	687134
SPO2171	"Transcriptional regulator, LysR family"	842854	935339	883134
SPO2173	Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (Mycobacterial persistence regulator B)	1.26E+06	1.30E+06	1.35E+06
SPO2174	Metallo-beta-lactamase family protein	2.15E+06	2.08E+06	2.12E+06
SPO2176	"Membrane protein, putative"	137125	170003	167257
SPO2177	Acetoin utilization protein AcuC	421073	424532	430509
SPO2178	cardiolipin synthase (EC 2.7.8.-)	439389	424495	404166
SPO2180	Uncharacterized protein	990050	986714	937527
SPO2181	"ABC transporter, ATP-binding protein"	514886	537561	545879
SPO2182	"Permease, putative"	170943	201693	153311
SPO2183	AttH domain-containing protein	418997	404139	467498
SPO2184	Catalase	1.61E+06	1.70E+06	1.64E+06
SPO2185	Universal stress protein family protein	6.35E+06	5.90E+06	5.96E+06
SPO2186	"TRAP transporter, 4TM/12TM fusion protein"	1.67E+06	1.67E+06	1.82E+06
SPO2187	"TRAP transporter solute receptor, TAXI family"	1.07E+08	1.05E+08	1.03E+08
SPO2188	"Acetyltransferase, GNAT family"	133861	156789	127480
SPO2189	"Transcriptional regulator, AsnC family"	704917	684858	669660
SPO2190	Histidine utilization repressor	896788	902154	928745
SPO2191	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	1.92E+06	1.83E+06	1.92E+06
SPO2192	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	3.73E+06	3.61E+06	3.51E+06
SPO2192a	Unknown	1.68E+06	1.62E+06	1.62E+06
SPO2193	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	7.39E+06	7.12E+06	7.29E+06
SPO2194	Formiminoglutamate deiminase (EC 3.5.3.13)	2.40E+06	2.32E+06	2.38E+06
SPO2195	Amidohydrolase family protein	1.42E+06	1.51E+06	1.63E+06
SPO2196	Diaminopropionate ammonia-lyase	5.91E+06	5.95E+06	5.91E+06
SPO2197	Tetracycline resistance protein	4.70E+06	4.46E+06	4.38E+06
SPO2198	"Glyceraldehyde-3-phosphate dehydrogenase, type I (EC 1.2.1.-)"	2.32E+06	2.34E+06	2.33E+06
SPO2200	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	3.60E+06	3.59E+06	3.56E+06
SPO2201	CBS domain protein	1.63E+07	1.62E+07	1.52E+07
SPO2202	"Transcriptional regulator, LysR family"	2.00E+06	1.99E+06	2.05E+06
SPO2203	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	3.20E+07	3.19E+07	3.08E+07
SPO2205	ErfK/YbiS/YcfS/YnhG family protein	1.59E+06	1.59E+06	1.61E+06
SPO2206	Porin	1.12E+06	1.05E+06	1.22E+06
SPO2208	Methyltransferase domain-containing protein	2.56E+06	2.52E+06	2.47E+06
SPO2209	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	2.98E+06	2.87E+06	2.92E+06
SPO2210	BNR/Asp-box repeat domain protein	1.42E+07	1.36E+07	1.42E+07
SPO2211	Acyl-CoA dehydrogenase (EC 1.3.99.-)	1.10E+07	1.09E+07	1.11E+07
SPO2212	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	5.89E+06	6.02E+06	5.89E+06
SPO2213	3-hydroxyisobutyrate dehydrogenase (HIBADH) (EC 1.1.1.31)	1.63E+07	1.69E+07	1.67E+07
SPO2213a	Unknown	8.09E+06	7.47E+06	7.29E+06
SPO2214	Choline sulfatase (EC 3.1.6.6)	636219	669567	612260
SPO2215	Glyoxalase family protein	104179	113330	108569
SPO2216	"DNA-binding protein, putative"	176416	171459	185090
SPO2218	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	5.81E+06	5.70E+06	5.88E+06
SPO2219	Rhodanese-like domain protein	180653	187509	186960
SPO2220	Methyltransferase type 11 domain-containing protein	182987	205340	204665
SPO2221	von Willebrand factor type A domain protein	6.24E+06	6.76E+06	6.64E+06
SPO2222	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	1.26E+07	1.22E+07	1.23E+07
SPO2223	Uncharacterized protein	2.89E+06	2.88E+06	2.81E+06
SPO2224	DUF924 domain-containing protein	8.54E+06	8.26E+06	8.45E+06
SPO2226	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	2.27E+06	2.20E+06	2.23E+06
SPO2227	AsmA-like C-terminal domain-containing protein	1.19E+06	1.22E+06	1.19E+06
SPO2228	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	9.43E+06	9.68E+06	9.73E+06
SPO2229	Ferritin-like domain-containing protein	2.12E+06	2.17E+06	2.22E+06
SPO2230	"Peptidase, M23/M37 family"	5.94E+06	5.83E+06	6.06E+06
SPO2231	Uncharacterized protein	4.01E+07	3.92E+07	4.04E+07
SPO2232	DUF3179 domain-containing protein	308346	248657	258040
SPO2233	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	2.32E+07	2.32E+07	2.12E+07
SPO2234	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	4.29E+07	4.34E+07	4.39E+07
SPO2235	Phosphoglycerate kinase (EC 2.7.2.3)	1.13E+07	1.14E+07	1.12E+07
SPO2237	Uncharacterized protein
SPO2238	"Transcriptional regulator, LysR family"	713603	701237	712506
SPO2239	Septum formation initiator	630959	589033	556088
SPO2240	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	1.30E+07	1.25E+07	1.31E+07
SPO2241	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	1.89E+07	1.74E+07	1.82E+07
SPO2242	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.77E+07	2.70E+07	2.80E+07
SPO2243	Uncharacterized protein	1.85E+06	1.85E+06	1.78E+06
SPO2245	Methyltransferase type 11 domain-containing protein	475376	489715	433441
SPO2246	Cysteine synthase A (EC 2.5.1.47)	1.81E+07	1.79E+07	1.82E+07
SPO2247	Serine acetyltransferase (EC 2.3.1.30)	1.03E+07	9.26E+06	9.91E+06
SPO2248	"DnaK suppressor protein, putative"	76716.7	81335.4	68053
SPO2250	Host specificity protein	187216	149241	126729
SPO2252	Uncharacterized protein	23731.3	39459.9	41606.8
SPO2253	TIGR02217 family protein	294001	197363	279086
SPO2257	"Major tail protein, TP901-1 family"	193848	163413	161157
SPO2258	Gene transfer agent protein		28233.7
SPO2259	"Head-tail adaptor, putative"	67474.4	22611.3
SPO2260	Gene transfer agent protein		25803.9	355148
SPO2261	"Major capsid protein, HK97 family"	163523	172075	169545
SPO2262	"Phage prohead protease, HK97 family"	135765	92546.8	74071.4
SPO2263	Gene transfer agent protein			34107.2
SPO2264	"Portal protein, HK97 family"	80707.6	55690.9	68856.2
SPO2266	"Terminase, large subunit, putative"	46511.1	72667	88862.4
SPO2267	Uncharacterized protein
SPO2268	Neutral zinc metallopeptidase	417798	405208	390617
SPO2269	Uncharacterized protein	12146.1	14242.6	19751.4
SPO2270	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	4.55E+06	4.43E+06	4.46E+06
