Accession Number	Annotation	1	2	3
SPO1409	RNA polymerase sigma factor RpoH (RNA polymerase sigma-32 factor)	1.26E+07	1.10E+07	1.14E+07
SPO1410	Renal dipeptidase family protein	3.03E+06	3.01E+06	3.31E+06
SPO1411	"C4-type zinc finger protein, DksA/TraR family"	156385	117168	152356
SPO1412a	Unknown	2.15E+06	2.84E+06	2.92E+06
SPO1413	Oligoendopeptidase F (EC 3.4.24.-)	1.71E+07	1.71E+07	1.76E+07
SPO1414	"Hydrolase, alpha/beta fold family"	5.35E+06	6.14E+06	5.86E+06
SPO1415	Sterol carrier family protein	3.82E+06	7.27E+06	8.61E+06
SPO1416	TPR domain protein	277344	474539	483734
SPO1417	"Helicase, putative"	1.49E+07	1.48E+07	1.42E+07
SPO1418	S4 domain protein	1.77E+06	1.37E+06	1.27E+06
SPO1419	Ferredoxin	6.77E+06	1.02E+07	1.15E+07
SPO1420	"Transcriptional regulator, CarD family"	9.21E+06	1.02E+07	9.60E+06
SPO1421	Cation channel family protein	184585	169729	216999
SPO1422	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	590145	964379	1.01E+06
SPO1423	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	4.72E+06	4.69E+06	4.68E+06
SPO1424	Glutathione-regulated potassium-efflux system protein	929820	1.08E+06	1.01E+06
SPO1425	"Transcriptional regulator, AsnC family"	366191	589713	575182
SPO1426	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	500105	578594	614424
SPO1427	Type IV pilus biogenesis protein PilP	6.61E+06	5.51E+06	5.53E+06
SPO1429	"Outer membrane protein, 28Kda"	3.25E+07	3.20E+07	3.08E+07
SPO1430	Antibiotic efflux protein		602900	1.46E+06
SPO1431	O-acetylhomoserine aminocarboxypropyltransferase (EC 2.5.1.49)	1.53E+07	1.88E+07	1.88E+07
SPO1432	Rhodanese domain protein	4.42E+06	4.51E+06	4.36E+06
SPO1433	"Oxidoreductase, aldo/keto reductase family"	2.00E+07	1.55E+07	1.56E+07
SPO1434	"Transcriptional regulator, AraC family"	493791	451391	473572
SPO1435	NADPH dependent quinone reductase	1.45E+06	1.30E+06	1.31E+06
SPO1436	L-carnitine dehydrogenase (CDH) (L-CDH) (EC 1.1.1.108)	792810	943836	931506
SPO1437	"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase (EC 1.1.1.-)"	75806.3	89808.5	83327.5
SPO1438	Uncharacterized protein	2.50E+06	3.66E+06	2.99E+06
SPO1439	"DNA binding protein, putative"	487973	380243	379172
SPO1442	"Membrane protein, putative"	344720	694390	701436
SPO1443	ATP-dependent RNA helicase RhlE	1.44E+07	1.31E+07	1.18E+07
SPO1444	"Glycosyl transferase, group 2 family protein"	1.65E+06	1.49E+06	1.57E+06
SPO1445	"Oxidoreductase, short chain dehydrogenase/reductase family"	1.02E+06	874297	786948
SPO1446	"Cyclase, putative"	1.10E+06	1.05E+06	1.13E+06
SPO1447	"Oxidoreductase, short chain dehydrogenase/reductase family"	1.23E+06	1.15E+06	1.18E+06
SPO1448	Thiolase	399521	520513	462946
SPO1449	AMP-binding protein	513973	589457	594205
SPO1450	"Aromatic 1,2-dioxygenase, beta subunit"	225270	324883	353109
SPO1451	"Aromatic 1,2-dioxygenase, alpha subunit"	1.00E+06	1.11E+06	1.21E+06
SPO1452	Oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	93559.6	214266	194718
SPO1453	"Transcriptional regulator, MarR family"	2.44E+06	2.01E+06	1.80E+06
SPO1454	"TRAP dicarboxylate transporter, DctP subunit"	476346	593158	537919
SPO1455	TRAP transporter small permease protein	153874	188385	137645
SPO1456	TRAP transporter large permease protein		38546.9
SPO1457	Thioesterase family protein	3.44E+06	3.43E+06	3.54E+06
SPO1458	"Transcriptional regulator, MarR family"	630984	600007	553374
SPO1459	"Indolepyruvate oxidoreductase, IorA subunit, putative"	599725	630412	636132
SPO1460	"Indolepyruvate oxidoreductase, IorB subunit, putative"	491949	617921	610331
SPO1461	Hydantoin racemase	810593	936556	957691
SPO1462	OmpA family protein	468133	733875	722242
SPO1463	TRAP transporter large permease protein	73931	127492	138080
SPO1464	TRAP transporter small permease protein	281731	160536	212366
SPO1465	"TRAP dicarboxylate transporter, DctP subunit, putative"	2.42E+06	2.82E+06	2.92E+06
SPO1466	"Opine dehydrogenase, putative"	196140	152497	153864
SPO1467	3-hydroxyacyl-CoA dehydrogenase family protein	116602	120382	96416.4
SPO1468	Aminotransferase family protein	987428	1.02E+06	995104
SPO1469	"3-ketosteroid dehydrogenase, putative"	1.19E+06	988980	1.02E+06
SPO1470	Isocitrate lyase family protein	420558	340642	387994
SPO1471	Isochorismatase family protein	673631	637923	565436
SPO1472	Hydantoin utilization protein A	523323	478969	500109
SPO1473	"Hydantoin utilization protein B, putative"	217306	166711	203996
SPO1474	"Tautomerase, putative"	239121	230734	220003
SPO1475	"Transcriptional regulator, GntR family"	367202	379911	296047
SPO1476	3-isopropylmalate dehydratase (EC 4.2.1.33)	549717	524666	506054
SPO1477	3-isopropylmalate dehydratase (EC 4.2.1.33)	206511	260540	273946
SPO1478	RNA polymerase sigma factor	477165	499780	474656
SPO1479	"Transcriptional activator, putative"	634586	538433	494686
SPO1480	"Oxidoreductase, short-chain dehydrogenase/reductase family"	272011	226825	208274
SPO1481	Cyclopropane/cyclopropene fatty acid synthesis protein	97991.6	102733	89063.6
SPO1482	Amine oxidase domain-containing protein	2.99E+06	3.10E+06	2.60E+06
SPO1483	"Cyclopropane-fatty-acyl-phospholipid synthase, putative"	554849	629716	539074
SPO1484	Chalcone isomerase domain-containing protein	233040	178948	210737
SPO1485	Sodium:galactoside symporter family protein		112847
SPO1486	Lipoprotein	418510	352682	347389
SPO1488	"Transcriptional regulator, LuxR family"	501172	459478	488547
SPO1489	Indole acetamide hydrolase (EC 3.5.1.-)	705448	532198	544784
SPO1490	"Regulatory protein, putative"	507383	509531	584697
SPO1491	"Branched-chain amino acid ABC transporter, permease protein"	196020		92739.1
SPO1492	"Branched-chain amino acid ABC transporter, permease/ATP-binding protein"	181493	108511	128674
SPO1493	"Branched-chain amino acid ABC transporter, ATP-binding protein"	149908	131949	116609
SPO1494	"2-hydroxychromene-2-carboxylate isomerase, putative"	531226	512925	510929
SPO1495	"ABC transporter, ATP-binding protein"	1.59E+06	1.57E+06	1.54E+06
SPO1496	"ABC transporter, permease protein"	1.11E+06	1.22E+06	1.14E+06
SPO1497	"Efflux transporter, RND family, MFP subunit"	7.04E+06	7.45E+06	7.44E+06
SPO1498	Fumarate hydratase class I (EC 4.2.1.2)	2.10E+07	1.90E+07	1.89E+07
SPO1499	"Hydrolase, alpha/beta fold family"	2.25E+06	2.53E+06	2.65E+06
SPO1500	PqqA peptide cyclase (EC 1.21.98.4) (Coenzyme PQQ synthesis protein E) (Pyrroloquinoline quinone biosynthesis protein E)	1.09E+06	1.18E+06	1.02E+06
SPO1501	PqqA binding protein (Coenzyme PQQ synthesis protein D) (Pyrroloquinoline quinone biosynthesis protein D)	572388	544458	494145
SPO1502	Pyrroloquinoline-quinone synthase (EC 1.3.3.11) (Coenzyme PQQ synthesis protein C) (Pyrroloquinoline quinone biosynthesis protein C)	1.11E+06	1.01E+06	974886
SPO1503	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	1.19E+06	987179	1.08E+06
SPO1505	histidine kinase (EC 2.7.13.3)	324297	336812	302383
SPO1506	GfdT protein	294197	251701	247409
SPO1507	"DNA-binding response regulator, LuxR family"	1.70E+06	2.08E+06	1.85E+06
SPO1508	Quinoprotein ethanol dehydrogenase (EC 1.1.99.-)	514787	418464	370708
SPO1509	Cytochrome c family protein	115953	207722	191356
SPO1510	Transport permease protein		55688.3
SPO1511	"Efflux ABC transporter, ATP-binding protein"	882687	657241	652849
SPO1512	MSP domain-containing protein	2.42E+06	3.48E+06	3.53E+06
SPO1513	YNCE-like beta-propeller domain-containing protein	760446	1.18E+06	1.16E+06
SPO1514	Leucine-binding protein domain-containing protein	1.75E+06	1.44E+06	1.46E+06
SPO1515	"Cytochrome c550, putative"	395339	573481	571970
SPO1516	"Amino acid ABC transporter, periplasmic substrate-binding protein, putative"	323341	422352	437419
SPO1517	Carbon monoxide dehydrogenase operon G protein	8.09E+06	7.26E+06	7.78E+06
SPO1518	"Carbon-monoxide dehydrogenase, small subunit (EC 1.2.99.2)"	1.88E+06	2.31E+06	2.54E+06
SPO1519	"Carbon monoxide dehydrogenase, large subunit (EC 1.2.99.2)"	1.87E+06	1.91E+06	1.86E+06
SPO1520	"Carbon monoxide dehydrogenase, medium subunit, putative"	5.29E+06	4.87E+06	4.66E+06
SPO1521	"Regulatory protein, putative"	134988	133906	128316
SPO1522	Rhodanese domain-containing protein	1.51E+06	1.54E+06	1.58E+06
SPO1523	Metallo-beta-lactamase family protein	226183	225509	177926
SPO1524	Quinoprotein dehydrogenase-associated SoxYZ-like carrier	161897	149189	132123
SPO1525	"Transporter, AcrB/AcrD/AcrF family"	82926.7	103989	104568
SPO1526	"Efflux transporter, RND family, MFP subunit"	270065	286477	311206
SPO1527	VTC domain-containing protein	56099.1		49787.4
SPO1528	Auto-transporter adhesin head GIN domain-containing protein	426108	423237	437529
SPO1530	Integral membrane protein MviN	346573	392417	517876
SPO1531	BioF2-like acetyltransferase domain-containing protein	389193	388242	388415
SPO1532	Uncharacterized protein	915565	1.13E+06	1.16E+06
SPO1533	"Glycosyl transferase, group 1 family protein"	822295	737080	791281
SPO1535	Chitooligosaccharide deacetylase (Nodulation protein B)	388495	448998	477570
SPO1536	"Glycosyltransferase, group 1"	3.11E+06	3.05E+06	3.11E+06
SPO1537	"Twin-arginine translocation pathway signal sequence domain protein, putative"
SPO1538	Chain length determinant protein	543775	561152	552288
SPO1540	"Glycosyl transferase, group 2"	129430	108247	128175
SPO1541	"Transcriptional regulator, LysR family"	699413	608345	600710
SPO1542	Renal dipeptidase family protein	1.39E+06	1.66E+06	1.47E+06
SPO1543	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"	4.97E+06	6.38E+06	5.92E+06
SPO1544	"Peptide/opine/nickel uptake family ABC transporter, permease protein"	191367	253559	223916
SPO1545	"Peptide/opine/nickel uptake family ABC transporter, permease protein"	631873	799050	728310
SPO1546	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	877129	894522	869791
SPO1547	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	1.01E+06	945354	898965
SPO1548	Trimethylamine N-oxide-binding protein (TMAO-binding protein)	141065	46699.2	70868.4
SPO1549	Trimethylamine N-oxide transport system ATP-binding protein TmoW (TMAO transport system ATP-binding protein TmoW) (EC 7.6.2.9)	392149	347183	334838
SPO1551	Trimethylamine monooxygenase (TMA monooxygenase) (Tmm) (EC 1.14.13.148)	165831	152271	185060
SPO1552	"ABC transporter, periplasmic substrate-binding protein, putative"	465825	527441	528667
SPO1553	"Transcriptional regulator, GntR family"	2.67E+06	3.04E+06	3.11E+06
SPO1554	Ammonium transporter family protein	71739.9
SPO1556	formate dehydrogenase (EC 1.17.1.9)	1.59E+06	1.52E+06	2.89E+06
SPO1557	Unknown	2.03E+07	1.80E+07	1.79E+07
SPO1558	Unknown		161452	190945
SPO1559	Unknown	6.22E+06	7.16E+06	7.43E+06
SPO1560	Bifunctional protein FolD 2 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	330588	393335	417674
SPO1562	Trimethylamine-oxide aldolase (EC 4.1.2.32) (Trimethylamine N-oxide demethylase) (TMAO demethylase) (Tdm)	2.75E+06	2.70E+06	2.59E+06
SPO1563	Protozoan/cyanobacterial globin family protein	57836.9	62459.2	60763.1
SPO1564	MOFRL domain protein	923094	685824	662162
SPO1565	"Citrate lyase, putative"	2.11E+06	1.83E+06	1.80E+06
SPO1566	"DNA-binding response regulator, LuxR family"	837937	608274	522047
SPO1567	"Aminotransferase, putative"	310500	297939	286951
SPO1568	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	470395	247473	250958
SPO1569	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	108551	42220	44667.1
SPO1570	D-isomer specific 2-hydroxyacid dehydrogenase family protein	78814.7	101212	111466
SPO1571	Phosphoenolpyruvate carboxylase			251156
SPO1572	Unknown	5.10E+07	5.33E+07	5.41E+07
SPO1573	Glutamine synthetase III (EC 6.3.1.2)	1.00E+06	860489	964821
SPO1574	Glutamate synthase family protein	1.04E+06	869696	944899
SPO1575	FwdC/FmdC family protein	405963	496972	461787
SPO1576	"Glutamine amidotransferase, class II"	774681	694459	575341
SPO1579	Aminomethyl transferase family protein	1.51E+06	1.26E+06	1.31E+06
SPO1580	Uncharacterized protein	491473	480252	517254
SPO1581	Oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein	530405	252234	393510
SPO1582	DUF3445 domain-containing protein	404539	514697	528939
SPO1583	"DNA-binding protein, putative"	5.03E+06	5.56E+06	5.32E+06
SPO1584	"Transcriptional regulator, AraC family"	230528	183596	194139
SPO1585	"Sarcosine oxidase, gamma subunit family"	119932	115809	122582
SPO1586	"Sarcosine oxidase, alpha subunit family"	2.83E+06	2.99E+06	3.12E+06
SPO1587	"Sarcosine oxidase, delta subunit family"	30883.8
SPO1588	"Sarcosine oxidase, beta subunit family"	66410.8	147227	98049
SPO1589	Carboxymuconolactone decarboxylase family protein	1.59E+06	1.72E+06	1.61E+06
SPO1590	Rieske 2Fe-2S domain protein	55534.3	91308.5	82167
SPO1591	SIS domain protein	340676	413740	373521
SPO1592	Aminomethyl transferase family protein	374074	434576	428414
SPO1593	"Alcohol dehydrogenase, zinc-containing"	756526	798740	747074
SPO1594	"Mandelate racemase/muconate lactonizing enzyme, putative"	383442	250077	333404
SPO1595	Mandelate racemase/muconate lactonizing enzyme	271223	331008	343219
SPO1596	Dimethylsulfonioproprionate lyase DddQ (DMSP lyase) (EC 4.4.1.3)	649524	822612	842619
SPO1597	"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"	1.40E+06	1.29E+06	1.25E+06
SPO1598	N-terminal of MaoC-like dehydratase domain-containing protein	3.33E+06	3.22E+06	3.40E+06
SPO1599	MmgE/PrpD family protein	138506	149230	181173
SPO1600	Fumarylacetoacetate hydrolase family protein
SPO1601	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	234414	269288	246687
SPO1602	Methyltransferase (EC 2.1.1.-)	276452	347928	325899
SPO1603	Malate/L-lactate dehydrogenase family protein	127135	95096.9	130002
SPO1604	"Transcriptional regulator, LysR family"	313422	472383	451779
SPO1605	Amidohydrolase 3 domain-containing protein	1.34E+06	1.19E+06	1.19E+06
SPO1606	Putrescine-binding periplasmic protein	1.99E+06	2.46E+06	2.47E+06
SPO1607	Spermidine/putrescine transport system permease protein PotC	33647.2		14102
SPO1608	"Spermidine/putrescine ABC transporter, permease protein"	74537	73462.1	79032.3
SPO1609	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	455041	446307	442863
SPO1610	"Transcriptional regulator, LuxR family"	211213	192603	200710
SPO1612	Twin-arginine translocation pathway signal sequence domain protein			179190
SPO1614	DsrE/DsrF-like family protein	644986	662213	719464
SPO1615	Cyclic nucleotide-binding protein	507052	645822	621146
SPO1620	Glyoxalase family protein	494369	776035	625520
SPO1621	TfoX domain protein	1.29E+06	1.26E+06	1.15E+06
SPO1622	Cytochrome P450 family protein	1.09E+06	1.18E+06	1.26E+06
SPO1623	histidine kinase (EC 2.7.13.3)	1.89E+06	2.62E+06	2.61E+06
SPO1624	DNA-binding response regulator	3.53E+06	3.37E+06	3.40E+06
SPO1625	Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do)	8.09E+06	8.66E+06	1.18E+07
SPO1626	Type I secretion target repeat protein	1.05E+06	1.47E+06	1.60E+06
SPO1627	MobA-like NTP transferase domain-containing protein	2.12E+06	1.38E+06	1.54E+06
SPO1628	Aminomethyl transferase family protein	661357	521984	503733
SPO1629	DUF2254 domain-containing protein	1.10E+06	1.17E+06	1.14E+06
SPO1630	"Membrane protein, putative"	362349	518453	517064
SPO1631	CBS domain protein	2.90E+06	3.71E+06	3.47E+06
SPO1632	Tyrosine recombinase XerD	2.34E+06	2.51E+06	2.46E+06
SPO1633	Antifreeze glycopeptide polyprotein	3.24E+06	3.30E+06	3.44E+06
SPO1634	Shikimate kinase (SK) (EC 2.7.1.71)	991133	1.05E+06	1.10E+06
SPO1635	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	2.35E+06	3.12E+06	3.15E+06
SPO1636	Zinc metalloprotease	1.75E+06	2.26E+06	2.15E+06
SPO1637	Single-stranded DNA-binding protein (SSB)	5.04E+07	4.05E+07	4.03E+07
SPO1638	Transglycosylase SLT domain protein	1.03E+06	711451	727822
SPO1640	"Transcriptional regulator, LysR family"	595368	522642	574929
SPO1641	Beta-lactamase	789648	845290	832281
SPO1643	Methanethiol oxidase (EC 1.8.3.4)	569798	570036	608506
SPO1647	"Oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein"	236057	258996	264131
SPO1649	Invasion protein IbeA	237035	177463	277412
SPO1656	"Oligopeptide/dipeptide ABC transporter, ATP-binding protein"	2.35E+06	2.46E+06	2.45E+06
SPO1657	"Oligopeptide/dipeptide ABC transporter, permease protein"	1.30E+06	2.01E+06	2.06E+06
SPO1658	"Oligopeptide/dipeptide ABC transporter, permease protein"	1.09E+06	1.30E+06	1.26E+06
SPO1659	"Oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein"	1.55E+07	1.76E+07	1.73E+07
SPO1660	"Transcriptional regulator, AraC family"	875405	732344	714253
SPO1661	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	1.30E+06	1.16E+06	1.09E+06
SPO1662	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	1.66E+07	1.55E+07	1.47E+07
SPO1663	Uncharacterized protein	742163	884057	936386
SPO1664	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	3.21E+07	3.06E+07	3.21E+07
SPO1665	Isoprenyl transferase (EC 2.5.1.-)	5.39E+06	4.42E+06	4.40E+06
SPO1666	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	292641	491641	470732
SPO1667	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	1.68E+06	1.75E+06	1.72E+06
SPO1668	Zinc metalloprotease (EC 3.4.24.-)	3.38E+06	4.11E+06	3.97E+06
SPO1669	Uncharacterized protein	87765.6	154685	265377
SPO1670	Outer membrane protein assembly factor BamA	1.24E+07	1.27E+07	1.23E+07
SPO1671	"Outer membrane protein, OmpH family"	1.40E+06	2.86E+06	2.62E+06
SPO1672	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	8.11E+06	6.39E+06	6.86E+06
SPO1673	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	1.62E+07	1.67E+07	1.73E+07
SPO1674	Phosphatidate cytidylyltransferase	3.12E+06	3.33E+06	3.38E+06
SPO1675	Lipid-A-disaccharide synthase (EC 2.4.1.182)	2.92E+06	2.88E+06	3.01E+06
SPO1676	"Acetyltransferase, GNAT family"	1.77E+06	1.96E+06	2.14E+06
SPO1677	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	2.74E+06	2.75E+06	2.94E+06
SPO1678	DUF1153 domain-containing protein	585740	529966	592677
SPO1679	DNA-binding response regulator CtrA	2.61E+06	3.75E+06	3.82E+06
SPO1680	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	5.50E+06	6.32E+06	6.56E+06
SPO1681	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	2.14E+06	2.22E+06	2.12E+06
SPO1683	NIF system FeS cluster assembly NifU N-terminal domain-containing protein	1.26E+06	1.26E+06	1.16E+06
SPO1684	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	1.71E+06	3.55E+06	3.82E+06
SPO1685	"tRNA synthetase, class I family protein"	558689	592798	597884
SPO1686	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	3.55E+06	3.50E+06	3.51E+06
SPO1687	"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"	8.49E+06	1.00E+07	9.99E+06
SPO1688	Thioesterase family protein	315213	290577	214402
SPO1689	DUF1127 domain-containing protein	7.00E+06	2.93E+06	3.08E+06
SPO1690	"Transcriptional regulator, GntR family"	1.63E+06	1.44E+06	1.47E+06
SPO1691	Large ribosomal subunit protein uL13 (50S ribosomal protein L13)	6.45E+07	5.92E+07	5.84E+07
SPO1692	Small ribosomal subunit protein uS9	1.54E+08	9.33E+07	1.01E+08
SPO1693	AAA domain-containing protein	3.99E+06	3.98E+06	4.18E+06
SPO1694	"Carbohydrate kinase, pfkB family"	1.03E+06	1.26E+06	1.16E+06
SPO1695	"Hydantoin utilization protein, putative"	944971	804060	831397
SPO1696	Hydantoinase/oxoprolinase family protein	417846	405987	452517
SPO1697	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	382265	340654	325641
SPO1698	Asp/Glu/Hydantoin racemase family protein	121609	77741.4	68448.1
SPO1699	MmgE/PrpD family protein	149795	95869.1	124131
SPO1700	D-isomer specific 2-hydroxyacid dehydrogenase family protein	4.46E+06	3.86E+06	3.68E+06
SPO1701	Dihydrodipicolinate synthase family protein	841410	976824	930870
SPO1703	DMSP lyase	168203	149286	200755
SPO1704	"Transcriptional regulator, AraC family"	304298	305253	275028
SPO1707	"Branched-chain amino acid ABC transporter, ATP-binding protein"	43127	37397.1	46038.7
